Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
Kia Center,9,E,SE,0.667,16-8; 3rd in NBA Eastern Conference,W 106-102 at PHI,Friday; Dec. 6 at PHI,Jamahl Mosley (16-8)
