Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
Barclays Center,19,E,A,0.435,10-13; 9th in NBA Eastern Conference,W 99-90 vs. IND,Sunday; Dec. 8 vs. MIL,Jordi Fernández Torres (10-13)
