Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
Rocket Mortgage Fieldhouse,3,E,C,0.87,20-3; 1st in NBA Eastern Conference,W 126-114 vs. DEN,Saturday; Dec. 7 at CHO,Kenny Atkinson (20-3)
