Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
Frost Bank Center,17,W,SW,0.5,11-11; 11th in NBA Western Conference,L 124-139 vs. CHI,Friday; Dec. 6 vs. SAC,Gregg Popovich (11-11)
