Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
Ball Arena,12,W,NW,0.55,11-9; 8th in NBA Western Conference,L 114-126 at CLE,Saturday; Dec. 7 at WAS,Michael Malone (11-9)
