Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
Little Caesars Arena,21,E,C,0.375,9-15; 11th in NBA Eastern Conference,L 120-130 at BOS,Saturday; Dec. 7 at NYK,J.B. Bickerstaff (9-15)
