Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
Scotiabank Arena,24,E,A,0.304,7-16; 12th in NBA Eastern Conference,L 92-129 vs. OKC,Saturday; Dec. 7 vs. DAL,Darko Rajakovic (7-16)
