Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
Paycom Center,1,W,NW,0.773,17-5; 1st in NBA Western Conference,W 129-92 at TOR,Saturday; Dec. 7 at NOP,Mark Daigneault (17-5)
