Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
Fiserv Forum,14,E,C,0.524,11-10; 5th in NBA Eastern Conference,L 104-119 vs. ATL,Friday; Dec. 6 at BOS,Doc Rivers (11-10)
