Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
Wells Fargo Center,26,E,A,0.25,5-15; 14th in NBA Eastern Conference,L 102-106 vs. ORL,Friday; Dec. 6 vs. ORL,Nick Nurse (5-15)
