Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
Toyota Center,4,W,SW,0.652,15-8; 2nd in NBA Western Conference,L 93-99 at GSW,Sunday; Dec. 8 at LAC,Ime Udoka (15-8)
