Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
United Center,18,E,C,0.435,10-13; 8th in NBA Eastern Conference,W 139-124 at SAS,Friday; Dec. 6 vs. IND,Billy Donovan (10-13)
