Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
Capital One Arena,30,E,SE,0.1,2-18; 15th in NBA Eastern Conference,L 101-137 vs. DAL,Saturday; Dec. 7 vs. DEN,Brian Keefe (2-18)
