Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
Moda Center,27,W,NW,0.364,8-14; 13th in NBA Western Conference,L 105-127 at LAC,Friday; Dec. 6 vs. UTA,Chauncey Billups (8-14)
