Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
Chase Center,7,W,P,0.619,13-8; 5th in NBA Western Conference,W 99-93 vs. HOU,Friday; Dec. 6 vs. MIN,Steve Kerr (13-8)
