Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
FedEx Forum,8,W,SW,0.652,15-8; 4th in NBA Western Conference,W 115-110 vs. SAC,Saturday; Dec. 7 at BOS,Taylor Jenkins (15-8)
