Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
Delta Center,28,W,NW,0.19,4-17; 15th in NBA Western Conference,L 106-133 at OKC,Friday; Dec. 6 at POR,Will Hardy (4-17)
