Stade,Classement,Conférence,Division,Pourcentage de victoires,Record,Match précédent,Prochain match,Coach
TD Garden,2,E,A,0.818,18-4; 2nd in NBA Eastern Conference,W 130-120 vs. DET,Friday; Dec. 6 vs. MIL,Joe Mazzulla (18-4)
